school,year,semester,grade,class,number,student_number,sex,chinese_1,chinese_2,chinese_3,math_1,math_2,math_3,english_1,english_2,english_3,science_1,science_2,science_3,society_1,society_2,society_3
1,111,1,9,1,11,10911,Male,59,69,55,74,76,78,64,64,53,58,54,50,62,75,59
1,111,1,9,1,12,10912,Male,63,69,68,78,70,96,66,60,67,80,82,86,77,83,81
1,111,1,9,1,13,10913,Male,70,79,73,73,60,84,40,38,38,72,74,62,81,91,87
1,111,1,9,1,14,10914,Male,42,49,38,18,16,24,33,26,28,26,34,32,30,59,34
1,111,1,9,1,15,10915,Male,51,50,43,24,30,62,33,40,56,84,75,63,81,90,49
1,111,1,9,2,1,10916,Female,83,84,90,87,66,80,96,91,96,78,66,78,70,79,83
1,111,1,9,2,2,10917,Female,94,99,90,100,94,96,97,98,100,92,96,90,98,97,94
1,111,1,9,2,3,10918,Female,59,69,58,76,64,92,79,72,75,58,56,70,73,76,71
1,111,1,9,2,4,10919,Female,76,86,80,79,66,84,61,70,65,52,62,44,46,80,84
1,111,1,9,2,5,10920,Female,48,53,47,22,20,38,72,70,67,60,26,32,54,52,68
1,111,1,9,2,6,10921,Female,55,64,75,48,50,72,52,55,67,46,36,40,49,61,50
1,111,1,9,2,8,10922,Male,86,97,91,100,94,100,97,91,93,94,94,96,90,92,90
1,111,1,9,2,9,10923,Male,74,92,86,100,97,100,85,89,95,82,88,90,80,92,87
1,111,1,9,2,10,10924,Male,78,86,81,90,76,80,90,89,95,64,82,76,76,79,85
1,111,1,9,2,11,10925,Male,53,74,61,63,70,84,47,42,51,66,64,82,69,91,77
1,111,1,9,2,12,10926,Male,48,63,60,56,40,72,89,84,89,72,64,70,67,79,66
1,111,1,9,2,13,10927,Male,45,57,58,42,30,42,81,67,88,48,42,44,44,70,56
1,111,1,9,2,14,10928,Male,56,64,59,70,60,78,19,18,25,78,64,84,66,90,70
1,111,1,9,2,15,10929,Male,55,52,53,44,20,54,71,67,71,32,50,32,44,63,51
1,111,1,9,2,16,10930,Male,35,33,38,6,16,38,27,37,23,40,42,44,41,57,51
1,111,1,9,2,17,10931,Male,34,41,44,44,30,50,27,22,26,40,40,52,50,54,49
1,111,2,9,1,1,10901,Female,93,86,,98,98,,100,100,,98,96,,100,98,
1,111,2,9,1,2,10902,Female,66,80,,72,75,,72,62,,68,50,,76,70,
1,111,2,9,1,3,10903,Female,60,55,,95,95,,88,84,,66,79,,64,58,
1,111,2,9,1,4,10904,Female,77,78,,56,55,,81,58,,54,55,,77,79,
1,111,2,9,1,5,10905,Female,54,43,,18,41,,18,20,,34,37,,48,68,
1,111,2,9,1,6,10906,Female,40,34,,32,60,,35,27,,36,23,,38,68,
1,111,2,9,1,7,10907,Female,90,86,,84,77,,76,80,,72,72,,92,90,
1,111,2,9,1,8,10908,Male,96,89,,89,76,,91,89,,86,85,,98,100,
1,111,2,9,1,9,10909,Male,66,86,,84,85,,85,86,,76,92,,84,80,
1,111,2,9,1,10,10910,Male,88,85,,91,92,,91,95,,98,85,,92,93,
1,111,2,9,1,11,10911,Male,46,57,,71,68,,53,49,,46,54,,70,68,
1,111,2,9,1,12,10912,Male,52,80,,82,75,,63,46,,82,84,,78,75,
1,111,2,9,1,13,10913,Male,64,75,,55,75,,37,33,,72,74,,92,85,
1,111,2,9,1,14,10914,Male,38,56,,12,52,,24,21,,26,46,,56,63,
1,111,2,9,1,15,10915,Male,31,47,,15,41,,45,33,,51,67,,87,63,
1,111,2,9,2,1,10916,Female,86,93,,82,80,,89,99,,80,90,,82,95,
1,111,2,9,2,2,10917,Female,94,89,,96,97,,100,100,,98,96,,98,100,
1,111,2,9,2,3,10918,Female,62,63,,60,62,,86,79,,76,79,,76,80,
1,111,2,9,2,4,10919,Female,60,81,,68,64,,73,69,,58,82,,70,80,
1,111,2,9,2,5,10920,Female,51,42,,12,38,,74,79,,44,49,,62,70,
1,111,2,9,2,6,10921,Female,67,65,,53,63,,55,56,,68,80,,54,60,
1,111,2,9,2,8,10922,Male,91,95,,92,93,,89,96,,96,94,,94,93,
1,111,2,9,2,9,10923,Male,67,81,,100,91,,88,90,,84,90,,82,73,
1,111,2,9,2,10,10924,Male,70,87,,60,62,,89,81,,86,77,,90,80,
1,111,2,9,2,11,10925,Male,56,59,,56,67,,64,41,,78,80,,92,73,
1,111,2,9,2,12,10926,Male,54,76,,30,73,,87,85,,64,80,,74,73,
1,111,2,9,2,13,10927,Male,57,68,,33,62,,86,80,,66,55,,58,68,
1,111,2,9,2,14,10928,Male,55,70,,60,82,,34,23,,72,86,,78,90,
1,111,2,9,2,15,10929,Male,48,66,,30,54,,67,82,,52,50,,58,60,
1,111,2,9,2,16,10930,Male,25,33,,0,63,,28,26,,38,40,,50,63,
1,111,2,9,2,17,10931,Male,24,61,,50,68,,37,21,,58,67,,32,68,
1,110,1,7,1,1,11001,Female,82,74,74,96,92,94,100,97,100,90,86,81,90,86,91
1,110,1,7,1,1,11002,Female,76,82,77,82,66,53,59,60,41,74,72,85,72,70,70
1,110,1,7,1,2,11003,Female,75,54,65,73,77,63,72,62,76,72,58,75,72,85,72
1,110,1,7,1,3,11004,Female,45,33,46,26,33,24,48,36,53,28,26,30,43,33,42
1,110,1,7,1,4,11005,Male,,,,90,83,94,100,100,93,,,,88,93,96
1,110,1,7,1,5,11006,Female,90,83,82,74,76,72,98,88,97,86,82,85,77,93,93
1,110,1,7,1,6,11007,Female,50,49,54,54,43,30,84,79,90,44,32,27,48,35,59
1,110,1,7,1,7,11008,Female,83,75,71,78,85,73,91,89,95,82,60,62,72,77,76
1,110,1,7,1,8,11009,Female,69,66,56,32,23,18,64,63,62,66,38,50,42,61,60
1,110,1,7,1,9,11010,Male,85,85,70,73,70,59,87,84,84,64,52,51,85,77,83
1,110,1,7,1,10,11011,Male,77,81,64,70,72,78,64,73,71,60,46,61,69,70,82
1,110,1,7,1,11,11012,Male,86,79,75,93,70,94,92,85,91,98,72,98,92,87,93
1,110,1,7,1,12,11013,Male,75,59,59,53,50,54,81,82,80,74,68,60,64,64,76
1,110,1,7,1,13,11014,Male,57,54,47,61,57,61,75,48,60,58,50,49,60,57,63
1,110,1,7,1,14,11015,Male,40,51,31,35,35,24,63,62,60,36,22,38,44,44,52
1,110,1,7,1,15,11016,Male,72,60,53,66,62,70,89,81,85,68,56,55,55,65,51
1,110,1,7,1,17,11017,Male,92,91,93,98,97,95,92,94,100,88,86,85,87,92,91
1,110,1,7,1,18,11018,Male,70,61,44,90,71,80,91,85,92,74,46,44,54,57,54
1,110,1,7,1,18,11019,Male,44,44,42,71,45,15,40,56,48,28,28,32,29,33,46
1,110,1,7,1,19,11020,Male,74,63,59,69,55,50,61,56,65,78,66,51,72,75,71
1,110,1,7,1,20,11021,Male,74,67,61,77,56,73,93,77,92,70,58,65,71,76,70
1,110,1,7,1,20,11022,Male,21,42,18,38,46,16,,,,,,,,,
1,110,1,7,1,21,11023,Male,76,75,63,61,65,61,62,77,86,72,78,81,88,93,87
1,110,1,7,1,22,11024,Male,73,59,68,83,90,63,91,86,90,70,70,53,73,66,80
1,110,1,7,1,26,11025,Male,66,68,73,79,81,86,70,76,79,77,73,75,70,73,69
1,110,1,7,2,1,11026,Female,79,76,73,90,80,66,100,91,94,82,64,72,85,86,79
1,110,1,7,2,2,11027,Female,65,59,53,90,71,66,75,71,73,84,68,80,73,70,71
1,110,1,7,2,3,11028,Female,78,72,58,88,72,77,95,86,95,70,48,73,65,76,83
1,110,1,7,2,4,11029,Female,90,87,78,95,87,79,89,86,94,78,74,80,78,89,81
1,110,1,7,2,5,11030,Female,53,42,48,22,30,10,43,44,37,34,16,28,43,39,51
1,110,1,7,2,6,11031,Female,66,71,63,39,33,24,61,50,66,70,32,69,68,64,73
1,110,1,7,2,7,11032,Female,78,46,51,67,61,46,92,92,95,56,46,49,52,65,60
1,110,1,7,2,8,11033,Male,89,70,65,93,83,77,98,94,99,90,90,86,88,93,90
1,110,1,7,2,9,11034,Male,39,38,43,11,15,12,62,49,39,52,32,54,4,40,25
1,110,1,7,2,10,11035,Male,63,42,51,25,35,12,91,89,95,66,50,67,68,70,60
1,110,1,7,2,11,11036,Male,88,72,67,90,85,83,81,77,90,86,68,78,80,85,72
1,110,1,7,2,12,11037,Male,64,52,55,58,57,49,77,74,67,66,38,64,68,49,73
1,110,1,7,2,13,11038,Male,92,80,78,98,92,80,99,96,98,96,78,78,87,90,81
1,110,1,7,2,14,11039,Male,71,70,55,57,54,45,86,86,87,74,68,82,66,80,57
1,110,1,7,2,15,11040,Male,80,77,67,27,41,25,88,74,96,70,56,79,73,87,72
1,110,1,7,2,16,11041,Male,76,71,73,85,77,94,93,92,83,96,80,82,78,89,84
1,110,1,7,2,17,11042,Male,94,97,94,100,100,100,100,100,100,100,96,100,99,100,98
1,110,1,7,2,18,11043,Male,71,80,73,72,74,74,93,95,95,82,74,70,85,91,80
1,110,1,7,2,19,11044,Male,79,74,74,98,87,91,90,76,86,88,76,82,91,85,79
1,110,1,7,2,20,11045,Male,67,73,63,73,74,61,97,98,100,96,66,71,81,76,81
1,110,1,7,2,21,11046,Male,61,60,50,66,50,66,83,91,86,68,58,53,78,77,65
1,110,1,7,2,22,11047,Male,64,73,55,68,66,76,92,87,89,70,84,72,61,73,50
1,110,2,7,1,1,11001,Female,83,74,70,88,91,95,99,96,100,98,86,88,80,92,83
1,110,2,7,1,2,11003,Female,70,60,76,71,81,66,68,74,78,76,80,84,68,78,70
1,110,2,7,1,3,11004,Female,37,39,31,24,12,43,29,24,41,46,26,46,44,36,29
1,110,2,7,1,4,11005,Male,,,,86,100,97,94,95,100,,,,93,92,90
1,110,2,7,1,5,11006,Female,81,93,84,72,78,83,94,97,100,100,98,92,90,92,93
1,110,2,7,1,6,11007,Female,40,51,47,21,21,43,83,82,78,54,38,52,56,54,65
1,110,2,7,1,7,11008,Female,82,80,76,80,64,74,90,85,87,72,72,74,85,84,80
1,110,2,7,1,8,11009,Female,68,57,50,10,6,36,39,28,42,52,78,90,71,78,80
1,110,2,7,1,9,11010,Male,78,71,68,65,75,72,76,67,89,78,64,80,77,70,76
1,110,2,7,1,10,11011,Male,64,67,72,74,79,65,58,51,59,60,60,84,60,70,71
1,110,2,7,1,11,11012,Male,82,76,82,89,91,81,82,90,94,92,86,98,83,94,99
1,110,2,7,1,12,11013,Male,65,54,68,59,37,73,74,80,84,56,56,86,61,72,73
1,110,2,7,1,13,11014,Male,46,54,21,37,45,60,52,29,58,60,58,66,66,70,71
1,110,2,7,1,14,11015,Male,30,45,33,6,12,41,48,52,62,46,36,58,49,54,45
1,110,2,7,1,15,11016,Male,61,43,65,50,52,65,84,72,75,40,54,62,58,66,67
1,110,2,7,1,17,11017,Male,97,88,90,100,100,100,95,93,96,98,100,98,86,94,85
1,110,2,7,1,18,11018,Male,36,46,40,86,76,74,84,82,94,38,60,62,42,74,56
1,110,2,7,1,19,11020,Male,59,53,70,48,46,53,44,42,59,74,64,92,69,66,70
1,110,2,7,1,20,11021,Male,67,66,66,72,81,70,83,85,84,66,70,82,68,68,79
1,110,2,7,1,20,11022,Male,30,28,24,30,28,4,,,,,,,,,
1,110,2,7,1,21,11023,Male,62,73,80,76,70,56,72,79,91,88,100,84,80,90,92
1,110,2,7,1,22,11024,Male,65,76,75,90,74,78,82,82,91,86,70,82,66,68,63
1,110,2,7,1,23,11019,Male,60,68,80,78,75,78,51,56,61,26,32,40,75,75,66
1,110,2,7,1,24,11002,Female,68,72,33,89,68,88,48,45,40,84,86,88,88,92,71
1,110,2,7,1,26,11025,Male,74,75,79,80,84,85,70,75,78,75,67,68,70,68,69
1,110,2,7,2,1,11026,Female,73,73,67,77,80,70,97,93,90,78,74,70,86,84,80
1,110,2,7,2,2,11027,Female,64,55,40,70,37,61,73,69,78,88,72,76,64,68,51
1,110,2,7,2,3,11028,Female,70,74,78,90,87,82,94,93,100,96,74,86,86,88,88
1,110,2,7,2,4,11029,Female,82,77,90,90,71,84,88,81,95,92,84,86,80,80,82
1,110,2,7,2,5,11030,Female,43,61,44,15,27,36,48,45,47,72,64,48,42,48,53
1,110,2,7,2,6,11031,Female,53,70,62,28,24,48,52,36,53,78,66,74,63,68,75
1,110,2,7,2,7,11032,Female,52,60,53,59,50,74,86,92,94,68,56,60,54,70,59
1,110,2,7,2,8,11033,Male,82,70,70,91,88,94,92,89,98,98,84,92,88,84,88
1,110,2,7,2,9,11034,Male,33,42,40,18,21,20,30,47,42,36,48,60,9,32,26
1,110,2,7,2,10,11035,Male,53,60,62,17,36,58,90,86,88,54,68,86,45,80,74
1,110,2,7,2,11,11036,Male,75,75,72,78,76,76,82,77,81,94,90,90,75,82,90
1,110,2,7,2,12,11037,Male,83,50,50,42,53,54,64,42,54,72,64,68,71,70,57
1,110,2,7,2,13,11038,Male,93,73,87,95,90,93,100,95,100,96,88,96,84,90,82
1,110,2,7,2,14,11039,Male,53,56,55,42,52,72,85,81,94,90,82,70,64,78,61
1,110,2,7,2,15,11040,Male,76,77,70,31,18,51,77,75,84,90,82,84,80,90,83
1,110,2,7,2,16,11041,Male,73,61,69,79,88,84,88,83,93,96,90,94,76,88,81
1,110,2,7,2,17,11042,Male,91,96,95,100,99,100,100,100,100,98,100,98,100,98,98
1,110,2,7,2,18,11043,Male,75,77,71,83,82,76,94,93,98,92,92,84,82,90,87
1,110,2,7,2,19,11044,Male,73,77,53,100,86,81,87,76,93,88,89,93,89,88,80
1,110,2,7,2,20,11045,Male,56,60,76,79,61,90,87,95,97,72,68,84,74,82,86
1,110,2,7,2,21,11046,Male,61,54,54,47,54,58,77,75,88,52,50,86,77,78,67
1,110,2,7,2,22,11047,Male,45,57,38,79,73,72,83,75,78,88,70,52,77,60,56
1,111,1,8,1,1,11001,Female,82,86,85,96,96,83,100,98,95,90,92,90,79,79,78
1,111,1,8,1,2,11003,Female,78,72,74,79,62,80,72,62,56,92,70,88,69,74,70
1,111,1,8,1,3,11004,Female,46,46,42,31,27,25,34,34,31,72,60,56,70,38,42
1,111,1,8,1,5,11006,Female,89,99,90,86,77,94,98,97,96,96,94,96,92,91,90
1,111,1,8,1,6,11007,Female,59,65,71,45,48,42,84,77,71,72,66,64,53,58,45
1,111,1,8,1,7,11008,Female,81,88,90,73,71,68,92,84,78,78,68,72,72,72,62
1,111,1,8,1,8,11009,Female,71,85,80,25,21,47,55,54,50,84,82,90,80,81,71
1,111,1,8,1,9,11010,Male,78,79,87,42,60,84,64,50,64,56,62,80,73,83,65
1,111,1,8,1,10,11011,Male,65,74,78,64,57,82,44,42,45,68,60,68,71,73,73
1,111,1,8,1,11,11012,Male,96,95,92,90,81,86,86,82,81,96,92,94,88,96,100
1,111,1,8,1,12,11013,Male,63,62,75,57,56,60,83,66,66,58,48,64,65,61,51
1,111,1,8,1,13,11014,Male,61,52,66,34,45,43,36,29,25,74,64,70,48,58,55
1,111,1,8,1,14,11015,Male,46,47,50,24,15,24,60,52,52,56,44,72,66,55,64
1,111,1,8,1,15,11016,Male,66,74,86,61,62,73,86,80,69,62,70,84,46,60,59
1,111,1,8,1,17,11017,Male,94,98,96,94,99,98,98,98,91,100,100,100,91,92,93
1,111,1,8,1,18,11018,Male,63,72,49,75,82,93,94,82,78,52,72,80,28,33,50
1,111,1,8,1,19,11020,Male,61,74,78,50,38,45,42,32,37,66,54,64,60,76,78
1,111,1,8,1,20,11021,Male,70,85,90,75,77,89,92,84,87,88,86,98,85,85,87
1,111,1,8,1,21,11023,Male,77,78,84,60,57,78,90,81,78,54,78,68,85,97,93
1,111,1,8,1,22,11024,Male,78,80,77,67,87,89,83,87,76,88,90,88,76,70,72
1,111,1,8,1,23,11019,Male,42,66,63,75,64,60,67,68,62,40,45,48,66,75,80
1,111,1,8,1,24,11002,Female,74,85,92,71,73,87,36,56,70,82,94,92,89,90,87
1,111,1,8,1,25,11048,Female,70,71,79,32,28,24,38,43,52,64,54,76,78,65,49
1,111,1,8,1,26,11025,Male,80,81,82,87,82,86,80,76,81,82,80,81,66,68,70
1,111,1,8,2,1,11026,Female,77,82,85,73,72,61,88,80,84,84,72,80,80,70,86
1,111,1,8,2,2,11027,Female,50,66,63,35,33,60,56,51,64,78,64,78,55,58,65
1,111,1,8,2,3,11028,Female,80,84,86,96,89,92,96,98,92,90,84,94,88,85,75
1,111,1,8,2,4,11029,Female,88,90,96,83,75,93,86,85,73,84,88,88,88,80,88
1,111,1,8,2,5,11030,Female,35,57,58,23,27,24,32,34,26,76,54,60,45,43,54
1,111,1,8,2,6,11031,Female,71,93,86,8,22,40,50,52,44,68,80,94,65,74,76
1,111,1,8,2,7,11032,Female,70,77,70,46,66,51,91,81,86,72,64,74,66,61,58
1,111,1,8,2,8,11033,Male,82,92,89,85,91,86,95,96,88,96,92,96,85,85,98
1,111,1,8,2,9,11034,Male,45,49,38,22,15,18,52,39,33,46,40,50,23,25,36
1,111,1,8,2,10,11035,Male,60,66,70,40,39,64,96,80,90,56,80,72,64,79,73
1,111,1,8,2,11,11036,Male,82,77,88,81,62,55,78,62,68,88,82,78,86,84,72
1,111,1,8,2,12,11037,Male,59,70,75,40,50,33,39,31,31,68,54,50,47,63,60
1,111,1,8,2,13,11038,Male,87,91,91,97,94,97,99,98,98,94,96,94,80,80,79
1,111,1,8,2,14,11039,Male,70,79,73,75,62,71,92,88,80,90,78,90,72,70,80
1,111,1,8,2,15,11040,Male,81,83,80,33,22,39,81,68,67,78,68,74,86,91,88
1,111,1,8,2,16,11041,Male,82,84,82,82,83,92,80,75,77,96,94,86,73,81,86
1,111,1,8,2,17,11042,Male,95,97,96,100,100,100,100,100,100,100,100,98,100,100,100
1,111,1,8,2,18,11043,Male,82,86,96,65,83,85,96,94,93,82,76,72,86,92,82
1,111,1,8,2,19,11044,Male,80,82,78,91,92,99,85,71,73,90,74,86,77,83,72
1,111,1,8,2,20,11045,Male,78,73,84,78,77,80,100,94,88,94,84,90,79,64,74
1,111,1,8,2,21,11046,Male,57,59,70,50,24,57,76,62,61,40,54,40,59,61,70
1,111,1,8,2,22,11047,Male,52,46,63,59,59,61,90,66,68,56,52,80,65,64,71
1,111,1,8,2,23,11022,Male,30,31,39,16,15,12,20,27,23,30,40,46,36,34,41
1,111,1,8,2,24,11005,Male,84,89,84,93,96,96,92,80,85,98,94,90,91,99,100
1,111,2,8,1,1,11001,Female,93,89,84,98,99,91,95,98,98,94,96,90,95,81,77
1,111,2,8,1,2,11003,Female,82,74,65,81,72,84,69,70,67,90,96,86,87,85,86
1,111,2,8,1,3,11004,Female,56,50,54,27,33,28,36,24,32,48,54,64,43,45,31
1,111,2,8,1,5,11006,Female,90,92,92,81,79,85,97,100,97,96,100,96,96,92,94
1,111,2,8,1,6,11007,Female,70,55,66,40,50,61,86,69,78,74,62,72,68,56,61
1,111,2,8,1,7,11008,Female,92,78,87,77,83,67,91,94,84,80,84,72,90,75,76
1,111,2,8,1,8,11009,Female,80,87,85,40,40,44,58,59,67,90,90,78,81,87,80
1,111,2,8,1,9,11010,Male,96,79,75,71,78,83,70,57,68,72,80,68,76,79,79
1,111,2,8,1,10,11011,Male,85,80,75,71,46,72,52,27,39,64,78,68,80,57,71
1,111,2,8,1,11,11012,Male,96,96,98,84,80,82,79,72,79,98,98,88,96,98,87
1,111,2,8,1,12,11013,Male,68,64,66,48,34,57,64,63,59,68,82,78,71,61,62
1,111,2,8,1,13,11014,Male,70,60,38,61,46,67,30,29,40,74,68,72,45,33,49
1,111,2,8,1,14,11015,Male,67,52,55,17,22,30,46,48,57,64,70,70,43,39,39
1,111,2,8,1,15,11016,Male,82,79,80,69,57,67,73,76,71,72,82,68,58,68,63
1,111,2,8,1,17,11017,Male,97,92,91,100,100,100,96,95,92,100,100,96,95,94,91
1,111,2,8,1,18,11018,Male,70,62,71,83,91,88,89,97,88,64,78,78,51,43,26
1,111,2,8,1,19,11020,Male,82,73,76,75,58,64,46,48,41,64,88,70,90,87,77
1,111,2,8,1,20,11021,Male,97,95,86,92,85,74,94,93,94,100,100,96,91,84,73
1,111,2,8,1,21,11023,Male,84,83,83,69,69,80,90,85,78,92,90,64,92,91,91
1,111,2,8,1,22,11024,Male,88,82,78,88,97,90,78,85,79,86,94,88,79,71,83
1,111,2,8,1,23,11019,Male,68,63,66,60,64,60,62,55,44,60,78,60,60,60,78
1,111,2,8,1,24,11002,Female,95,86,79,77,65,74,52,62,67,96,96,92,87,72,91
1,111,2,8,1,25,11048,Female,80,67,75,22,18,24,40,30,41,74,76,70,66,69,50
1,111,2,8,1,26,11025,Male,68,73,61,81,86,76,72,71,67,82,94,84,82,60,57
1,111,2,8,2,1,11026,Female,84,97,76,70,80,70,83,88,76,72,82,80,93,77,76
1,111,2,8,2,2,11027,Female,73,58,58,63,57,61,53,49,43,66,76,66,44,64,50
1,111,2,8,2,3,11028,Female,88,87,80,99,95,88,98,95,93,90,96,88,86,88,80
1,111,2,8,2,4,11029,Female,92,94,92,89,87,87,90,83,85,86,96,88,70,82,80
1,111,2,8,2,5,11030,Female,61,57,74,38,20,17,44,47,44,62,92,80,90,43,58
1,111,2,8,2,6,11031,Female,84,93,82,21,24,28,45,44,61,78,84,80,33,83,73
1,111,2,8,2,7,11032,Female,80,81,75,51,48,68,90,92,82,82,82,74,86,69,60
1,111,2,8,2,8,11033,Male,90,94,74,86,95,86,96,88,93,98,100,94,82,90,93
1,111,2,8,2,9,11034,Male,43,41,29,0,18,9,14,33,30,38,56,44,63,15,41
1,111,2,8,2,10,11035,Male,87,70,60,64,60,66,96,89,80,62,76,82,89,90,83
1,111,2,8,2,11,11036,Male,96,90,81,76,76,78,85,68,87,92,100,88,82,90,69
1,111,2,8,2,12,11037,Male,66,81,63,68,49,43,34,42,37,54,82,66,63,55,48
1,111,2,8,2,13,11038,Male,96,94,82,99,100,100,99,95,92,100,96,92,89,91,82
1,111,2,8,2,14,11039,Male,89,87,81,62,57,63,88,92,86,82,94,78,84,79,65
1,111,2,8,2,15,11040,Male,89,84,81,56,46,55,82,81,78,60,86,88,93,88,89
1,111,2,8,2,16,11041,Male,83,81,88,92,93,85,91,84,87,84,96,94,90,86,81
1,111,2,8,2,17,11042,Male,96,98,98,100,100,100,100,100,100,100,100,98,100,100,95
1,111,2,8,2,18,11043,Male,91,92,79,91,84,69,91,82,86,72,88,78,93,92,85
1,111,2,8,2,19,11044,Male,89,87,63,93,99,83,78,88,76,90,94,76,83,86,70
1,111,2,8,2,20,11045,Male,73,83,65,78,77,74,91,91,87,86,84,78,74,81,55
1,111,2,8,2,21,11046,Male,71,66,59,60,34,36,63,70,68,24,48,44,67,65,64
1,111,2,8,2,22,11047,Male,76,65,49,86,67,73,69,54,40,78,84,54,67,69,47
1,111,2,8,2,23,11022,Male,36,40,25,15,12,19,22,27,23,42,60,74,30,50,46
1,111,2,8,2,24,11005,Male,93,90,86,100,97,85,90,91,90,98,96,84,90,95,89
1,112,1,9,1,1,11001,Female,79,75,87,87,97,93,94,97,93,96,82,96,93,79,80
1,112,1,9,1,2,11003,Female,81,72,69,70,92,74,75,70,58,90,80,82,90,87,90
1,112,1,9,1,3,11004,Female,58,45,66,30,46,34,33,22,29,72,54,68,37,37,38
1,112,1,9,1,4,11006,Female,99,86,94,60,76,86,93,94,95,92,84,94,96,88,100
1,112,1,9,1,5,11007,Female,69,60,70,39,54,44,78,70,68,86,68,56,72,61,60
1,112,1,9,1,6,11008,Female,83,86,88,75,78,62,88,86,80,88,66,52,85,87,71
1,112,1,9,1,7,11009,Female,76,68,79,33,30,7,67,43,54,84,62,74,93,77,89
1,112,1,9,1,8,11010,Male,78,83,79,58,75,67,47,45,55,78,72,78,84,67,77
1,112,1,9,1,9,11011,Male,71,68,76,57,50,57,26,33,28,70,72,76,63,69,59
1,112,1,9,1,10,11012,Male,96,91,94,75,72,85,85,74,68,92,84,96,94,87,98
1,112,1,9,1,11,11013,Male,60,60,67,36,46,53,64,68,54,78,76,66,71,53,70
1,112,1,9,1,12,11014,Male,32,43,33,57,38,39,19,23,33,68,56,56,43,36,34
1,112,1,9,1,13,11015,Male,51,53,73,30,22,23,55,52,63,86,68,76,54,41,60
1,112,1,9,1,14,11016,Male,71,69,74,52,71,48,79,72,67,68,68,74,58,57,41
1,112,1,9,1,15,11017,Male,86,96,94,100,100,97,94,98,95,99,96,99,96,91,87
1,112,1,9,1,16,11018,Male,49,67,68,83,100,89,85,85,83,86,66,66,50,45,38
1,112,1,9,1,17,11020,Male,71,76,81,53,59,45,44,42,40,90,82,86,90,71,81
1,112,1,9,1,18,11021,Male,93,93,97,70,93,92,94,93,91,100,92,98,98,89,94
1,112,1,9,1,19,11023,Male,78,74,79,51,63,51,79,73,78,78,76,82,95,89,81
1,112,1,9,1,20,11024,Male,81,81,84,76,93,83,79,80,75,90,78,94,89,78,70
1,112,1,9,1,21,11019,Male,64,53,72,33,16,32,51,33,35,44,50,90,45,37,61
1,112,1,9,1,22,11002,Female,80,89,86,87,95,75,60,58,52,94,98,92,96,96,81
1,112,1,9,1,23,11048,Female,75,62,74,24,16,16,44,28,40,82,64,70,75,57,70
1,112,1,9,1,24,11025,Male,71,46,72,82,90,79,70,75,78,100,90,90,75,62,70
1,112,1,9,1,25,11049,Male,46,27,47,9,12,6,27,26,39,38,30,36,31,43,48
1,112,1,9,2,1,11026,Female,74,77,89,57,76,65,85,77,79,78,62,76,78,74,77
1,112,1,9,2,2,11027,Female,53,65,72,58,45,44,36,28,46,66,54,78,69,52,72
1,112,1,9,2,3,11028,Female,90,82,79,79,100,89,94,90,86,88,66,76,94,78,76
1,112,1,9,2,4,11029,Female,94,85,86,72,84,77,82,81,79,96,72,82,90,79,76
1,112,1,9,2,5,11030,Female,53,53,68,24,12,21,41,39,30,78,54,68,53,46,54
1,112,1,9,2,6,11031,Female,79,81,81,36,41,18,62,53,54,92,78,78,85,76,69
1,112,1,9,2,7,11032,Female,70,83,84,46,61,42,87,87,73,90,70,76,77,67,71
1,112,1,9,2,8,11033,Male,94,80,90,79,95,78,88,94,83,90,74,96,98,95,83
1,112,1,9,2,9,11034,Male,55,34,48,9,15,9,49,38,56,50,40,56,34,22,26
1,112,1,9,2,10,11035,Male,66,60,66,42,69,28,91,86,89,90,80,88,85,78,85
1,112,1,9,2,11,11036,Male,77,82,71,71,73,65,72,72,67,94,84,90,94,85,87
1,112,1,9,2,12,11037,Male,66,73,69,33,40,24,32,42,34,88,64,58,55,49,47
1,112,1,9,2,13,11038,Male,89,86,97,97,100,97,92,98,95,92,90,96,94,94,87
1,112,1,9,2,14,11039,Male,76,72,90,51,64,56,88,86,91,88,74,92,88,66,84
1,112,1,9,2,15,11040,Male,83,81,75,33,35,27,71,77,65,92,62,70,94,91,88
1,112,1,9,2,16,11041,Male,91,79,86,87,86,97,88,86,74,100,76,96,90,80,76
1,112,1,9,2,17,11042,Male,100,98,100,100,100,100,98,100,100,100,98,100,98,97,100
1,112,1,9,2,18,11043,Male,89,79,89,78,82,79,98,91,86,90,74,78,88,87,85
1,112,1,9,2,19,11044,Male,80,79,81,86,100,83,81,68,67,96,78,90,94,76,76
1,112,1,9,2,20,11045,Male,78,74,67,76,88,73,86,91,85,98,76,94,92,85,78
1,112,1,9,2,21,11046,Male,65,63,67,56,63,33,70,68,57,78,42,46,74,87,73
1,112,1,9,2,22,11047,Male,56,48,40,65,56,36,39,33,46,76,68,76,78,54,46
1,112,1,9,2,23,11022,Male,35,44,37,15,9,9,18,34,40,66,56,76,45,44,45
1,112,1,9,2,24,11005,Male,79,83,94,84,95,84,90,86,88,92,86,94,100,97,86
1,111,1,7,1,1,11101,Female,72,81,78,80,77,44,94,100,93,96,88,90,84,82,70
1,111,1,7,1,2,11102,Female,71,68,69,60,80,74,70,79,70,84,66,78,69,70,76
